id,y,x0,x1,x2,x3,x4,x5,x6,x7
536,1,2,7.0,0,0,2,26.25,7,2
537,0,1,45.0,1,0,0,26.55,1,2
538,1,1,30.0,0,0,0,106.425,7,0
539,0,3,24.0,1,0,0,14.5,7,2
540,1,1,22.0,0,0,2,49.5,1,0
541,1,1,36.0,0,0,2,71.0,1,2
542,0,3,9.0,0,4,2,31.275,7,2
543,0,3,11.0,0,4,2,31.275,7,2
544,1,2,32.0,1,1,0,26.0,7,2
545,0,1,50.0,1,1,0,106.425,2,0
546,0,1,64.0,1,0,0,26.0,7,2
547,1,2,19.0,0,1,0,26.0,7,2
548,1,2,24.0,1,0,0,13.8625,7,0
549,0,3,33.0,1,1,1,20.525,7,2
550,1,2,8.0,1,1,1,36.75,7,2
551,1,1,17.0,1,0,2,110.8833,2,0
552,0,2,27.0,1,0,0,26.0,7,2
553,0,3,24.0,1,0,0,7.8292,7,1
554,1,3,22.0,1,0,0,7.225,7,0
555,1,3,22.0,0,0,0,7.775,7,2
556,0,1,62.0,1,0,0,26.55,7,2
557,1,1,48.0,0,1,0,39.6,0,0
558,0,1,24.0,1,0,0,227.525,7,0
559,1,1,39.0,0,1,1,79.65,4,2
560,1,3,36.0,0,1,0,17.4,7,2
561,0,3,24.0,1,0,0,7.75,7,1
562,0,3,40.0,1,0,0,7.8958,7,2
563,0,2,28.0,1,0,0,13.5,7,2
564,0,3,24.0,1,0,0,8.05,7,2
565,0,3,24.0,0,0,0,8.05,7,2
566,0,3,24.0,1,2,0,24.15,7,2
567,0,3,19.0,1,0,0,7.8958,7,2
568,0,3,29.0,0,0,4,21.075,7,2
569,0,3,24.0,1,0,0,7.2292,7,0
570,1,3,32.0,1,0,0,7.8542,7,2
571,1,2,62.0,1,0,0,10.5,7,2
572,1,1,53.0,0,2,0,51.4792,2,2
573,1,1,36.0,1,0,0,26.3875,4,2
574,1,3,24.0,0,0,0,7.75,7,1
575,0,3,16.0,1,0,0,8.05,7,2
576,0,3,19.0,1,0,0,14.5,7,2
577,1,2,34.0,0,0,0,13.0,7,2
578,1,1,39.0,0,1,0,55.9,4,2
579,0,3,24.0,0,1,0,14.4583,7,0
580,1,3,32.0,1,0,0,7.925,7,2
581,1,2,25.0,0,1,1,30.0,7,2
582,1,1,39.0,0,1,1,110.8833,2,0
583,0,2,54.0,1,0,0,26.0,7,2
584,0,1,36.0,1,0,0,40.125,0,0
585,0,3,24.0,1,0,0,8.7125,7,0
586,1,1,18.0,0,0,2,79.65,4,2
587,0,2,47.0,1,0,0,15.0,7,2
588,1,1,60.0,1,1,1,79.2,1,0
589,0,3,22.0,1,0,0,8.05,7,2
590,0,3,24.0,1,0,0,8.05,7,2
591,0,3,35.0,1,0,0,7.125,7,2
592,1,1,52.0,0,1,0,78.2667,3,0
593,0,3,47.0,1,0,0,7.25,7,2
594,0,3,24.0,0,0,2,7.75,7,1
595,0,2,37.0,1,1,0,26.0,7,2
596,0,3,36.0,1,1,1,24.15,7,2
597,1,2,24.0,0,0,0,33.0,7,2
598,0,3,49.0,1,0,0,0.0,7,2
599,0,3,24.0,1,0,0,7.225,7,0
600,1,1,49.0,1,1,0,56.9292,0,0
601,1,2,24.0,0,2,1,27.0,7,2
602,0,3,24.0,1,0,0,7.8958,7,2
603,0,1,24.0,1,0,0,42.4,7,2
604,0,3,44.0,1,0,0,8.05,7,2
605,1,1,35.0,1,0,0,26.55,7,0
606,0,3,36.0,1,1,0,15.55,7,2
607,0,3,30.0,1,0,0,7.8958,7,2
608,1,1,27.0,1,0,0,30.5,7,2
609,1,2,22.0,0,1,2,41.5792,7,0
610,1,1,40.0,0,0,0,153.4625,2,2
611,0,3,39.0,0,1,5,31.275,7,2
612,0,3,24.0,1,0,0,7.05,7,2
613,1,3,24.0,0,1,0,15.5,7,1
614,0,3,24.0,1,0,0,7.75,7,1
615,0,3,35.0,1,0,0,8.05,7,2
616,1,2,24.0,0,1,2,65.0,7,2
617,0,3,34.0,1,1,1,14.4,7,2
618,0,3,26.0,0,1,0,16.1,7,2
619,1,2,4.0,0,2,1,39.0,5,2
620,0,2,26.0,1,0,0,10.5,7,2
621,0,3,27.0,1,1,0,14.4542,7,0
622,1,1,42.0,1,1,0,52.5542,3,2
623,1,3,20.0,1,1,1,15.7417,7,0
624,0,3,21.0,1,0,0,7.8542,7,2
625,0,3,21.0,1,0,0,16.1,7,2
626,0,1,61.0,1,0,0,32.3208,3,2
627,0,2,57.0,1,0,0,12.35,7,1
628,1,1,21.0,0,0,0,77.9583,3,2
629,0,3,26.0,1,0,0,7.8958,7,2
630,0,3,24.0,1,0,0,7.7333,7,1
631,1,1,80.0,1,0,0,30.0,0,2
632,0,3,51.0,1,0,0,7.0542,7,2
633,1,1,32.0,1,0,0,30.5,1,0
634,0,1,24.0,1,0,0,0.0,7,2
635,0,3,9.0,0,3,2,27.9,7,2
636,1,2,28.0,0,0,0,13.0,7,2
637,0,3,32.0,1,0,0,7.925,7,2
638,0,2,31.0,1,1,1,26.25,7,2
639,0,3,41.0,0,0,5,39.6875,7,2
640,0,3,24.0,1,1,0,16.1,7,2
641,0,3,20.0,1,0,0,7.8542,7,2
642,1,1,24.0,0,0,0,69.3,1,0
643,0,3,2.0,0,3,2,27.9,7,2
644,1,3,24.0,1,0,0,56.4958,7,2
645,1,3,0.75,0,2,1,19.2583,7,0
646,1,1,48.0,1,1,0,76.7292,3,0
647,0,3,19.0,1,0,0,7.8958,7,2
648,1,1,56.0,1,0,0,35.5,0,0
649,0,3,24.0,1,0,0,7.55,7,2
650,1,3,23.0,0,0,0,7.55,7,2
651,0,3,24.0,1,0,0,7.8958,7,2
652,1,2,18.0,0,0,1,23.0,7,2
653,0,3,21.0,1,0,0,8.4333,7,2
654,1,3,24.0,0,0,0,7.8292,7,1
655,0,3,18.0,0,0,0,6.75,7,1
656,0,2,24.0,1,2,0,73.5,7,2
657,0,3,24.0,1,0,0,7.8958,7,2
658,0,3,32.0,0,1,1,15.5,7,1
659,0,2,23.0,1,0,0,13.0,7,2
660,0,1,58.0,1,0,2,113.275,3,0
661,1,1,50.0,1,2,0,133.65,7,2
662,0,3,40.0,1,0,0,7.225,7,0
663,0,1,47.0,1,0,0,25.5875,4,2
664,0,3,36.0,1,0,0,7.4958,7,2
665,1,3,20.0,1,1,0,7.925,7,2
666,0,2,32.0,1,2,0,73.5,7,2
667,0,2,25.0,1,0,0,13.0,7,2
668,0,3,24.0,1,0,0,7.775,7,2
669,0,3,43.0,1,0,0,8.05,7,2
670,1,1,24.0,0,1,0,52.0,2,2
671,1,2,40.0,0,1,1,39.0,7,2
672,0,1,31.0,1,1,0,52.0,1,2
673,0,2,70.0,1,0,0,10.5,7,2
674,1,2,31.0,1,0,0,13.0,7,2
675,0,2,24.0,1,0,0,0.0,7,2
676,0,3,18.0,1,0,0,7.775,7,2
677,0,3,24.5,1,0,0,8.05,7,2
678,1,3,18.0,0,0,0,9.8417,7,2
679,0,3,43.0,0,1,6,46.9,7,2
680,1,1,36.0,1,0,1,512.3292,1,0
681,0,3,24.0,0,0,0,8.1375,7,1
682,1,1,27.0,1,0,0,76.7292,3,0
683,0,3,20.0,1,0,0,9.225,7,2
684,0,3,14.0,1,5,2,46.9,7,2
685,0,2,60.0,1,1,1,39.0,7,2
686,0,2,25.0,1,1,2,41.5792,7,0
687,0,3,14.0,1,4,1,39.6875,7,2
688,0,3,19.0,1,0,0,10.1708,7,2
689,0,3,18.0,1,0,0,7.7958,7,2
690,1,1,15.0,0,0,1,211.3375,1,2
691,1,1,31.0,1,1,0,57.0,1,2
692,1,3,4.0,0,0,1,13.4167,7,0
693,1,3,24.0,1,0,0,56.4958,7,2
694,0,3,25.0,1,0,0,7.225,7,0
695,0,1,60.0,1,0,0,26.55,7,2
696,0,2,52.0,1,0,0,13.5,7,2
697,0,3,44.0,1,0,0,8.05,7,2
698,1,3,24.0,0,0,0,7.7333,7,1
699,0,1,49.0,1,1,1,110.8833,2,0
700,0,3,42.0,1,0,0,7.65,5,2
701,1,1,18.0,0,1,0,227.525,2,0
702,1,1,35.0,1,0,0,26.2875,4,2
703,0,3,18.0,0,0,1,14.4542,7,0
704,0,3,25.0,1,0,0,7.7417,7,1
705,0,3,26.0,1,1,0,7.8542,7,2
706,0,2,39.0,1,0,0,26.0,7,2
707,1,2,45.0,0,0,0,13.5,7,2
708,1,1,42.0,1,0,0,26.2875,4,2
709,1,1,22.0,0,0,0,151.55,7,2
710,1,3,24.0,1,1,1,15.2458,7,0
711,1,1,24.0,0,0,0,49.5042,2,0
712,0,1,24.0,1,0,0,26.55,2,2
713,1,1,48.0,1,1,0,52.0,2,2
714,0,3,29.0,1,0,0,9.4833,7,2
715,0,2,52.0,1,0,0,13.0,7,2
716,0,3,19.0,1,0,0,7.65,5,2
717,1,1,38.0,0,0,0,227.525,2,0
718,1,2,27.0,0,0,0,10.5,4,2
719,0,3,24.0,1,0,0,15.5,7,1
720,0,3,33.0,1,0,0,7.775,7,2
721,1,2,6.0,0,0,1,33.0,7,2
722,0,3,17.0,1,1,0,7.0542,7,2
723,0,2,34.0,1,0,0,13.0,7,2
724,0,2,50.0,1,0,0,13.0,7,2
725,1,1,27.0,1,1,0,53.1,4,2
726,0,3,20.0,1,0,0,8.6625,7,2
727,1,2,30.0,0,3,0,21.0,7,2
728,1,3,24.0,0,0,0,7.7375,7,1
729,0,2,25.0,1,1,0,26.0,7,2
730,0,3,25.0,0,1,0,7.925,7,2
731,1,1,29.0,0,0,0,211.3375,1,2
732,0,3,11.0,1,0,0,18.7875,7,0
733,0,2,24.0,1,0,0,0.0,7,2
734,0,2,23.0,1,0,0,13.0,7,2
735,0,2,23.0,1,0,0,13.0,7,2
736,0,3,28.5,1,0,0,16.1,7,2
737,0,3,48.0,0,1,3,34.375,7,2
738,1,1,35.0,1,0,0,512.3292,1,0
739,0,3,24.0,1,0,0,7.8958,7,2
740,0,3,24.0,1,0,0,7.8958,7,2
741,1,1,24.0,1,0,0,30.0,3,2
742,0,1,36.0,1,1,0,78.85,2,2
743,1,1,21.0,0,2,2,262.375,1,0
744,0,3,24.0,1,1,0,16.1,7,2
745,1,3,31.0,1,0,0,7.925,7,2
746,0,1,70.0,1,1,1,71.0,1,2
747,0,3,16.0,1,1,1,20.25,7,2
748,1,2,30.0,0,0,0,13.0,7,2
749,0,1,19.0,1,1,0,53.1,3,2
750,0,3,31.0,1,0,0,7.75,7,1
751,1,2,4.0,0,1,1,23.0,7,2
752,1,3,6.0,1,0,1,12.475,4,2
753,0,3,33.0,1,0,0,9.5,7,2
754,0,3,23.0,1,0,0,7.8958,7,2
755,1,2,48.0,0,1,2,65.0,7,2
756,1,2,0.67,1,1,1,14.5,7,2
757,0,3,28.0,1,0,0,7.7958,7,2
758,0,2,18.0,1,0,0,11.5,7,2
759,0,3,34.0,1,0,0,8.05,7,2
760,1,1,33.0,0,0,0,86.5,1,2
761,0,3,24.0,1,0,0,14.5,7,2
762,0,3,41.0,1,0,0,7.125,7,2
763,1,3,20.0,1,0,0,7.2292,7,0
764,1,1,36.0,0,1,2,120.0,1,2
765,0,3,16.0,1,0,0,7.775,7,2
766,1,1,51.0,0,1,0,77.9583,3,2
767,0,1,24.0,1,0,0,39.6,7,0
768,0,3,30.5,0,0,0,7.75,7,1
769,0,3,24.0,1,1,0,24.15,7,1
770,0,3,32.0,1,0,0,8.3625,7,2
771,0,3,24.0,1,0,0,9.5,7,2
772,0,3,48.0,1,0,0,7.8542,7,2
773,0,2,57.0,0,0,0,10.5,4,2
774,0,3,24.0,1,0,0,7.225,7,0
775,1,2,54.0,0,1,3,23.0,7,2
776,0,3,18.0,1,0,0,7.75,7,2
777,0,3,24.0,1,0,0,7.75,5,1
778,1,3,5.0,0,0,0,12.475,7,2
779,0,3,24.0,1,0,0,7.7375,7,1
780,1,1,43.0,0,0,1,211.3375,1,2
781,1,3,13.0,0,0,0,7.2292,7,0
782,1,1,17.0,0,1,0,57.0,1,2
783,0,1,29.0,1,0,0,30.0,3,2
784,0,3,24.0,1,1,2,23.45,7,2
785,0,3,25.0,1,0,0,7.05,7,2
786,0,3,25.0,1,0,0,7.25,7,2
787,1,3,18.0,0,0,0,7.4958,7,2
788,0,3,8.0,1,4,1,29.125,7,1
789,1,3,1.0,1,1,2,20.575,7,2
790,0,1,46.0,1,0,0,79.2,1,0
791,0,3,24.0,1,0,0,7.75,7,1
792,0,2,16.0,1,0,0,26.0,7,2
793,0,3,24.0,0,8,2,69.55,7,2
794,0,1,24.0,1,0,0,30.6958,7,0
795,0,3,25.0,1,0,0,7.8958,7,2
796,0,2,39.0,1,0,0,13.0,7,2
797,1,1,49.0,0,0,0,25.9292,3,2
798,1,3,31.0,0,0,0,8.6833,7,2
799,0,3,30.0,1,0,0,7.2292,7,0
800,0,3,30.0,0,1,1,24.15,7,2
801,0,2,34.0,1,0,0,13.0,7,2
802,1,2,31.0,0,1,1,26.25,7,2
803,1,1,11.0,1,1,2,120.0,1,2
804,1,3,0.42,1,0,1,8.5167,7,0
805,1,3,27.0,1,0,0,6.975,7,2
806,0,3,31.0,1,0,0,7.775,7,2
807,0,1,39.0,1,0,0,0.0,0,2
808,0,3,18.0,0,0,0,7.775,7,2
809,0,2,39.0,1,0,0,13.0,7,2
810,1,1,33.0,0,1,0,53.1,4,2
811,0,3,26.0,1,0,0,7.8875,7,2
812,0,3,39.0,1,0,0,24.15,7,2
813,0,2,35.0,1,0,0,10.5,7,2
814,0,3,6.0,0,4,2,31.275,7,2
815,0,3,30.5,1,0,0,8.05,7,2
816,0,1,24.0,1,0,0,0.0,1,2
817,0,3,23.0,0,0,0,7.925,7,2
818,0,2,31.0,1,1,1,37.0042,7,0
819,0,3,43.0,1,0,0,6.45,7,2
820,0,3,10.0,1,3,2,27.9,7,2
821,1,1,52.0,0,1,1,93.5,1,2
822,1,3,27.0,1,0,0,8.6625,7,2
823,0,1,38.0,1,0,0,0.0,7,2
824,1,3,27.0,0,0,1,12.475,4,2
825,0,3,2.0,1,4,1,39.6875,7,2
826,0,3,24.0,1,0,0,6.95,7,1
827,0,3,24.0,1,0,0,56.4958,7,2
828,1,2,1.0,1,0,2,37.0042,7,0
829,1,3,24.0,1,0,0,7.75,7,1
830,1,1,62.0,0,0,0,80.0,1,2
831,1,3,15.0,0,1,0,14.4542,7,0
832,1,2,0.83,1,1,1,18.75,7,2
833,0,3,24.0,1,0,0,7.2292,7,0
834,0,3,23.0,1,0,0,7.8542,7,2
835,0,3,18.0,1,0,0,8.3,7,2
836,1,1,39.0,0,1,1,83.1583,4,0
837,0,3,21.0,1,0,0,8.6625,7,2
838,0,3,24.0,1,0,0,8.05,7,2
839,1,3,32.0,1,0,0,56.4958,7,2
840,1,1,24.0,1,0,0,29.7,2,0
841,0,3,20.0,1,0,0,7.925,7,2
842,0,2,16.0,1,0,0,10.5,7,2
843,1,1,30.0,0,0,0,31.0,7,0
844,0,3,34.5,1,0,0,6.4375,7,0
845,0,3,17.0,1,0,0,8.6625,7,2
846,0,3,42.0,1,0,0,7.55,7,2
847,0,3,24.0,1,8,2,69.55,7,2
848,0,3,35.0,1,0,0,7.8958,7,0
849,0,2,28.0,1,0,1,33.0,7,2
850,1,1,24.0,0,1,0,89.1042,2,0
851,0,3,4.0,1,4,2,31.275,7,2
852,0,3,74.0,1,0,0,7.775,7,2
853,0,3,9.0,0,1,1,15.2458,7,0
854,1,1,16.0,0,0,1,39.4,3,2
855,0,2,44.0,0,1,0,26.0,7,2
856,1,3,18.0,0,0,1,9.35,7,2
857,1,1,45.0,0,1,1,164.8667,7,2
858,1,1,51.0,1,0,0,26.55,4,2
859,1,3,24.0,0,0,3,19.2583,7,0
860,0,3,24.0,1,0,0,7.2292,7,0
861,0,3,41.0,1,2,0,14.1083,7,2
862,0,2,21.0,1,1,0,11.5,7,2
863,1,1,48.0,0,0,0,25.9292,3,2
864,0,3,24.0,0,8,2,69.55,7,2
865,0,2,24.0,1,0,0,13.0,7,2
866,1,2,42.0,0,0,0,13.0,7,2
867,1,2,27.0,0,1,0,13.8583,7,0
868,0,1,31.0,1,0,0,50.4958,0,2
869,0,3,24.0,1,0,0,9.5,7,2
870,1,3,4.0,1,1,1,11.1333,7,2
871,0,3,26.0,1,0,0,7.8958,7,2
872,1,1,47.0,0,1,1,52.5542,3,2
873,0,1,33.0,1,0,0,5.0,1,2
874,0,3,47.0,1,0,0,9.0,7,2
875,1,2,28.0,0,1,0,24.0,7,0
876,1,3,15.0,0,0,0,7.225,7,0
877,0,3,20.0,1,0,0,9.8458,7,2
878,0,3,19.0,1,0,0,7.8958,7,2
879,0,3,24.0,1,0,0,7.8958,7,2
880,1,1,56.0,0,0,1,83.1583,2,0
881,1,2,25.0,0,0,1,26.0,7,2
882,0,3,33.0,1,0,0,7.8958,7,2
883,0,3,22.0,0,0,0,10.5167,7,2
884,0,2,28.0,1,0,0,10.5,7,2
885,0,3,25.0,1,0,0,7.05,7,2
886,0,3,39.0,0,0,5,29.125,7,1
887,0,2,27.0,1,0,0,13.0,7,2
888,1,1,19.0,0,0,0,30.0,1,2
889,0,3,24.0,0,1,2,23.45,7,2
890,1,1,26.0,1,0,0,30.0,2,0
891,0,3,32.0,1,0,0,7.75,7,1
